"asc","asc_loc","b_price_mu","b_risk2_mu","b_risk3_mu","b_duration2_mu","b_duration3_mu","b_efficacy2_mu","b_efficacy3_mu","b_oral_mu","b_dose2_mu","b_dose3_mu","b_imported_mu","b_price_sigma","b_risk2_sigma","b_risk3_sigma","b_duration2_sigma","b_duration3_sigma","b_efficacy2_sigma","b_efficacy3_sigma","b_oral_sigma","b_dose2_sigma","b_dose3_sigma","b_imported_sigma","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12062.7629295758
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12062.7629295758
1.0760192e-05,6.60684800000001e-06,0.00224269653333334,2.24733866666667e-06,3.198976e-06,3.362816e-06,7.43424000000001e-06,2.592768e-06,7.46427733333334e-06,6.29145600000001e-06,2.46033066666667e-06,4.063232e-06,3.702784e-06,-4.28902533002923e-07,2.98492045487199e-10,-1.35835410020159e-09,-9.61492060594021e-10,8.0709770101912e-10,-6.6032817076666e-10,-4.72375658814814e-10,8.70638612586234e-10,1.08620751146958e-09,2.52473981889593e-09,4.55997170588368e-10,-11946.8372298044
0.577025998933395,0.388080716145467,-0.000181096494838189,0.1055814757736,0.145034646640022,0.184478834536794,0.50573140348867,0.121851285760501,0.493282271417141,0.364951389190147,0.0982464585363217,0.22370985877786,0.130752220865156,-0.078575579282179,2.05313037399456e-05,-0.000100195025867115,-6.05388245304114e-05,5.92303981733793e-05,-5.6475141633041e-05,-3.00300086346273e-05,5.276557021075e-05,8.00099577668672e-05,0.000172525232553189,4.76361159382236e-05,-11472.7792100539
0.779324073393986,0.519614487778851,-0.00104855718681932,0.139639222193291,0.192870983159974,0.249616273997746,0.684380953884161,0.164174351191246,0.66694291782296,0.489786407602384,0.129752372379612,0.299753066008641,0.170146674327062,0.0258762728223828,2.47735782240822e-05,-0.000219383475194429,-0.00014290313523297,-8.80038937819917e-05,-3.9647893637595e-05,4.76985767828846e-05,0.000121391723592651,6.59811973101868e-05,0.000314375652926655,6.85880002241042e-05,-10477.56630163
1.2994446801177,0.125498882138436,-0.000668462409039884,-0.217169100225135,-0.163423745166656,0.491578171878872,1.32954367532681,0.231663271537125,1.20441241376035,0.312329240251982,-0.222754571977087,0.109594048149302,-0.703746843308447,0.0244266909334699,-9.45038158863376e-05,-0.0129468066211401,-0.00909979520029921,-0.0202434773760303,0.00704018385788283,0.00582567950992714,0.00677219032023441,-0.0027588969259595,0.00697242958768961,0.000259830986746667,-9960.47614626894
1.86130405544479,0.377977501687563,-0.000835398073871017,-0.392899817249161,-0.610956489720427,0.721167689909163,1.58918984128797,0.822312079155397,1.0211633995792,-0.0713184749423301,-0.430960220318543,-0.225212603573383,-1.08913585213465,0.0245405366829796,-0.0022664981049317,-0.0406661549006795,-0.026192690058734,-0.0833205015674771,0.018245183249813,0.024370118160278,0.0230790087032172,-0.00927579819129308,0.0191038920044149,0.00859639125472833,-9742.90001001117
2.02647675930977,0.334327225562049,-0.000963855582560912,-0.524712703744125,-0.540657353548686,0.704944799855778,1.60176022967627,0.82321180679372,0.994224488426119,-0.176304280866632,-0.47848563463837,-0.295450821555438,-1.00414856383959,0.0244797279091007,-0.00581763330668054,-0.0814600725407874,-0.0490631840493277,-0.208501422885328,0.0318561765104748,0.054995448851699,0.0495882892616934,-0.016807131285177,0.0373165423531743,0.0354500346594801,-9700.00626138103
2.70283410960869,0.209919641866446,-0.00144724937560733,-0.828705008497052,-0.454409731013866,0.715728781365486,1.48661655701494,0.719415402676026,0.927625096580308,-0.533830367365437,-0.677027511753697,-0.439028958052552,-0.787321548366042,0.023876440345427,-0.0329570675532598,-0.31345740687823,-0.183768058193106,-1.10313413774074,0.116912309505078,0.267270015869868,0.227897527958447,-0.0584828214079138,0.146213096036418,0.271157321187543,-9555.20124472973
2.9884543845397,0.208213686795635,-0.00159074527413495,-1.00674459109556,-0.406292402867495,0.576758818629044,1.49700289088858,0.667349842064081,0.850941958474768,-0.650805393939266,-0.750070244634533,-0.496592317096743,-0.749801090848694,0.023147431862462,-0.0836053570189544,-0.48094365116209,-0.304249920226774,-1.39175064910132,0.19068111646356,0.520836186840847,0.380828102616634,-0.0836184130253527,0.257009555136674,0.647206206502626,-9449.74835636304
3.23564396280561,0.161709450509649,-0.00176372412974416,-1.11397039731126,-0.384258972335743,0.558913495235918,1.44914189037407,0.628251555473794,0.826246991843201,-0.764527019619858,-0.801768409135144,-0.549208816852939,-0.680324986222693,0.0227730421847594,-0.149925403503003,-0.597964730249104,-0.392708930070022,-1.54628019913293,0.243086913243962,0.745120148974351,0.503889099601049,-0.0980795919233376,0.362092279221825,0.974262400701626,-9387.81133163351
3.64010302261777,0.200994055991991,-0.00195005929210944,-1.32040020559712,-0.401626213722875,0.403228653187894,1.25935133354808,0.500580290296162,0.751453838873889,-0.791965787345043,-1.04149997763646,-0.494667890640044,-0.666239255954751,0.0208614392980508,-0.681362563018141,-0.778128026829344,-0.560683860498132,-1.62314746936155,0.321142951878048,1.18329228795928,0.881411831758945,-0.0374348991659614,0.861252783307695,0.89656805652303,-9312.47412456493
3.88360621434011,0.212500769837363,-0.00208086885105191,-1.44189743644891,-0.393080237683125,0.32781753532598,1.17104976435284,0.403024664669312,0.702752888302603,-0.767365591933269,-0.995692352700508,-0.633111591442676,-0.693366724859251,0.0196661461524015,-1.23006848333356,-0.90145600208097,-0.720690369186851,-1.73114510630762,0.376995835534548,1.40670291526286,1.12216765473086,0.0178449482405272,1.13103486011932,0.86024887732809,-9257.37984235253
3.71961855401929,0.0897951524209098,-0.00219775175196301,-2.62779466330659,-0.500467026129904,0.813967180914959,0.912576137097944,0.935487450438814,0.581249790440974,0.0678597123550722,-1.22742798515986,-0.429896782801455,-0.543487976863877,0.0114304944792353,-1.98278413101189,-1.17547771473308,-1.24049358651221,-2.15285237082468,0.452201375483377,1.67466537156913,1.67013063048009,0.358520234235979,1.17062235091584,1.01891397940788,-9182.84460633321
3.63854252386622,0.191040926240621,-0.0021223303715024,-2.84367197470877,-0.518282048744356,0.886238452421183,0.88147368214934,0.951994594149645,0.646564311418205,0.085152016040227,-1.28523010403884,-0.421958694079171,-0.51028227788632,0.00879907204407918,-2.12541499340512,-1.22297162523994,-1.31446895603093,-2.23813941645108,0.449035300811703,1.77191614635782,1.702653825925,0.463555073173158,1.18831925146054,1.05046683428341,-9103.25826415615
3.65259123174894,0.103855617195328,-0.00215202173704597,-2.83407811818336,-0.570901899184754,0.825089866461321,0.932093587064569,1.01933608025992,0.634711768106423,0.0706037628168371,-1.26159011298464,-0.358955943133143,-0.456441068031407,0.00755236469649266,-2.18379696913862,-1.25831026009054,-1.3186598005088,-2.27456782876185,0.468664603658882,1.77666492972492,1.72513821969718,0.500570117231411,1.23139398022371,1.05985904732273,-9056.16083165544
3.84642768289401,0.0536781167125526,-0.00231701365831313,-2.85836022964012,-0.565376871770305,0.767809917880746,0.772513409704821,0.960971460785275,0.594107562432379,0.167785300161775,-0.960212236532823,-0.442732393769701,-0.593577843304976,0.00600763021353134,-1.85118156304292,-1.27977768218169,-1.30147900737758,-2.19872211977565,0.601036420203284,1.73883899942696,1.92241573392606,0.376917503003791,1.3697251224097,0.969251612094646,-9030.40805390677
3.92635678506047,0.0667332182533851,-0.00232536655857456,-2.77430144383872,-0.584647503195251,0.69220979124759,0.698758756379896,0.894579906246757,0.609818664397501,0.238418016362345,-1.04570800636707,-0.551806998652698,-0.594259056091363,0.0053108188047161,-1.80896439484953,-1.26555388553317,-1.30923491692534,-2.12015433871455,0.721180803909162,1.65940903144761,2.03232729990021,0.0478234813152843,1.23645795204056,0.952646129869723,-9010.20172493234
3.90204508204256,0.0592859822386965,-0.00232875777019122,-2.79119229499346,-0.600930908442906,0.649228944585243,0.663694711907234,0.954103451926158,0.685074869483242,0.197037626925068,-0.971707408438229,-0.514813539967874,-0.592935944581223,0.00518296909309283,-1.81151228136429,-1.27190382810974,-1.30577356219165,-2.11066765440278,0.837377056910289,1.73867840364273,2.00628113918313,-0.131770332569382,1.16556273231506,0.898846623593737,-8995.3273224663
3.6439771065886,0.153016969406674,-0.00222805220997904,-2.77100015091174,-0.417046218311752,0.79314503447899,0.778530098786399,0.96209063957566,0.656638379518485,-0.0230965098708478,-0.817588720947558,-0.205410885650799,-0.688483945630481,0.0039481892250812,-1.92232694837706,-1.0652019196256,-0.996508320001704,-2.09949449463341,1.58041694851443,1.35362039936737,1.52391035366301,-0.826634405545747,1.53770751801678,1.06694955773867,-8969.60340771261
3.07760974330607,0.0964723513424293,-0.00173648735272307,-2.08877402421268,-0.852460611515093,0.465478008055297,1.24999549825976,0.804529531256664,0.886388449992185,0.178182127967673,-0.800654989670396,-0.801033749366988,-0.177006194526677,0.00331994947873555,-1.42575349316232,-1.01167371154195,-0.27549987070316,-1.97945136981299,2.23427806222796,1.33418709072598,0.851431266943598,-0.616003130736801,1.54113501827646,1.05746243045387,-8808.1786817581
2.8393586663993,0.0520328280791804,-0.00162339120706307,-1.35940582465333,-0.50987417660948,0.306301340629205,1.49000824349047,0.768123340034416,0.839985855895674,-0.0528316452948447,-0.713207904606692,-0.758818157762568,-0.29315747144846,0.00261329411059468,-1.1928816050915,-0.913853178380995,0.1693417454519,-1.81398403164135,1.89528435933511,1.34123031994471,0.777548202107332,-0.419412441225839,0.993000643954524,1.07210985381703,-8575.64495268521
2.76594303344471,0.130737412204988,-0.00148821990863981,-1.36315293811659,-0.885814852879799,0.0551374060428731,1.58507543982779,0.525863059097507,0.909581658405675,-0.23487838307091,-0.384584798630927,-0.53971305834546,-0.144700631455608,0.00237270345856544,-1.15543616307635,-0.847984712621807,0.676362733300119,-1.67609690636367,1.09110573672266,1.05929512592892,0.844215840235449,-0.581256528460118,0.733503926702217,1.21723109903197,-8469.8865261934
2.7925870362651,0.125801832184666,-0.00151275057877075,-1.34439221653154,-0.828049371332376,-0.079566606824489,1.4468394597237,0.630489586489414,0.999698928702022,-0.154187321974556,-0.389822898694198,-0.586943550614435,-0.208951432568489,0.00233917213977457,-1.19296218761043,-0.867695709867524,1.00952870187646,-1.69348898392933,0.893728446479426,1.03289948855028,0.72015376177399,-0.616038752271011,0.735470989747095,1.29269923669769,-8455.02627997106
2.72915185688107,0.190583023531432,-0.00147204395644767,-1.2982034786358,-0.763291145493333,-0.23210386434896,1.31300067615949,0.770365129275176,1.2592377978776,-0.310474716291723,-0.385432889088872,-0.555416246135649,-0.237637456854995,0.00272177139305167,-1.21012097572577,-0.853887952657639,1.20810343837244,-1.67227135725953,1.03260434664886,0.76554155577454,1.00179691377706,-0.393819409860962,0.651809374608121,1.38329389016849,-8445.3671745279
2.73555044588563,0.177329737239154,-0.0014986386537264,-1.06896559637884,-0.649300346669808,-0.0816775931179218,1.48493869965616,0.545890479693796,1.00806683000601,-0.375499744451899,-0.331291706102708,-0.441918298172958,-0.322317944675845,0.00350410627714306,-1.11735110732801,-0.778202817597464,1.36355818969121,-1.57781320542783,1.01618790050145,0.895620763296507,0.869153423382583,-0.301108654577694,0.396738497856564,1.31100896363133,-8357.50730073245
2.70822011568419,0.155620239368792,-0.00150558876445076,-0.928258703868465,-0.569870292746892,-0.121053944875658,1.45481230444156,0.609470216815685,1.07443157372825,-0.406706567278966,-0.349900006399277,-0.456981978522766,-0.354436129946778,0.00388360075129686,-1.01234217151922,-0.743837282601582,0.965103017229799,-1.55306464315976,0.798863096893584,0.832474166258084,0.680689404514669,-0.338620281558127,0.504217723951543,1.2928316890303,-8330.56051256891
2.44268655248734,0.149726154386001,-0.00138260591335627,-0.8393809887474,-0.452645035251421,0.0570550789098426,1.64606293282728,0.714554336645403,1.12115951434201,-0.462308017623741,-0.363636303111927,-0.562377107791014,-0.303203930837402,0.00379664947364399,-0.948792731638608,-0.848598417133271,0.992322736444062,-1.64296603763251,0.575507313598536,0.923498864735526,0.906347632876945,-0.462931415084353,0.704038871941174,1.23302794804566,-8328.73209260025
2.26480985184382,0.226771537839584,-0.00135604196783475,-1.00205862570406,-0.277819402223696,0.436744187392149,1.61238809726458,0.624447026103184,1.01568482531173,-0.594887549972172,-0.351523262225821,-0.0882090707403887,-0.382107514393485,0.00323773234660815,-1.15191731676427,-0.309687077467936,0.70358294813,-1.72692687826379,-0.0921258414457998,1.17853886060628,0.833919951007023,0.580498280148933,0.377479666725104,1.1733487460769,-8327.42092983351
2.27187206114884,0.236441435550931,-0.00136548964506718,-1.00381575251009,-0.272960351038952,0.470683780355667,1.5930338341701,0.600749216391406,1.00681600799985,-0.606333503113811,-0.352523703736228,-0.0538023945108763,-0.394236379754944,0.00323803773785644,-1.15868179203927,-0.503794019820016,0.686114362653507,-1.68704281820083,-0.101733129134114,1.13580946373244,0.794913627316488,0.618105891547737,0.344355199548011,1.15788489964654,-8319.70943163758
2.41692974652154,0.210278093166873,-0.00147864274263706,-0.954214847441043,-0.275295316954988,0.49231579872879,1.45919263505649,0.536820839008997,0.969216585649217,-0.49146376381515,-0.373351229893884,-0.0814403174774604,-0.45498910176103,0.00346453861597101,-1.11438459521366,-0.955098090865131,0.600624146077066,-1.54252431163241,-0.0825458470624058,1.05483050160266,0.796456227307594,0.499266312864627,0.198671956258767,1.09219180457712,-8269.15041637614
2.51516477118931,0.138560191825283,-0.00155990339194418,-0.784052482384469,-0.329999442992439,0.414153823723745,1.35370962011609,0.473618152348967,0.963636594920293,-0.327543043099424,-0.353657908142734,-0.174374540450661,-0.458148184527319,0.00363894656564873,-0.919601805416244,-0.670221430259299,0.586236261056177,-1.43397208233196,-0.112150907579308,0.967130172224688,0.826475141854423,0.330536975753547,0.110035907399887,1.06542189132675,-8222.02422743127
2.32618817930536,0.118606625612439,-0.00146580789477259,-0.634485286808762,-0.507301057583954,0.320204600232038,1.28464537628792,0.574339651155139,1.16324949981133,-0.177445877763041,-0.294883839189696,-0.194486939078536,-0.404428464332546,0.00387497530660302,-0.694837871626531,-0.750299913492001,0.825036415039445,-1.25126405798743,-0.200037756853319,0.782787059655881,0.552535319666054,-0.125689110331807,-0.0217446083983076,1.25197727857578,-8194.32782262621
2.4027135156792,0.146478740960901,-0.00151639277074184,-0.826271871515004,-0.564304931162837,0.458221986164169,1.27525360814252,0.576374310338463,1.11070624732138,-0.0737992721288824,-0.298146575186187,-0.206882950885374,-0.480881856675172,0.00423664602277884,-0.86752146090546,-0.678334179466302,0.546736128858416,-1.3287663680257,-0.292396585401615,0.971407786985656,0.674279793926387,-0.178151659978445,-0.0647849744698327,1.30117791230983,-8170.30709630548
2.39819713151587,0.15347682486421,-0.00153636356217533,-0.668998973220704,-0.486844330042429,0.518955253493175,1.34121322225429,0.573632481262205,1.08400255836968,-0.129503872585768,-0.270904456833294,-0.158051643646879,-0.59959861178209,0.00400520079929895,-0.803033897588929,-0.722155633093299,0.496773826376308,-1.31680249122137,-0.569248832519619,1.01035541089834,0.910993215767203,0.0605780051689443,-0.209596390990487,1.31335693040399,-8152.29588985606
2.35595850642224,0.19588121454361,-0.0015094209457778,-0.601998688186529,-0.523323930929341,0.552414800241532,1.36997481467775,0.561743345383903,1.13513489611595,-0.110357650791673,-0.294046624176207,-0.164575720243027,-0.635507326729676,0.00397728265361987,-0.78688561202007,-0.718822285051374,0.475945522360887,-1.30482335236944,-0.580456401119474,1.08294752315467,0.817548683775113,-0.00698059853840233,-0.405647635757308,1.35968778383667,-8143.05970293142
2.35930563043688,0.206192674764765,-0.00151770091608081,-0.620904799931761,-0.594567458954488,0.529873409233069,1.40569250806493,0.611121296827418,1.20712702029724,-0.0793035346286615,-0.29285523693411,-0.188249101380088,-0.66073349229535,0.00402157774013365,-0.842395942531474,-0.728586312348365,0.509621940527647,-1.38214048496797,-0.538149304119567,1.10927292399311,0.775199171601147,0.0210280222463756,-0.503087100800454,1.48477903152608,-8138.49479432507
2.36235002811544,0.193953105711805,-0.00154924525021565,-0.608509827895947,-0.582446303157483,0.555967881934412,1.43426751030041,0.630302230290226,1.22292456566141,-0.0817611372991512,-0.280030307078245,-0.190146232731343,-0.682240377868425,0.00405095411965718,-0.858284511695206,-0.759483920196342,0.48764620341853,-1.42597891960627,-0.432531912917914,1.11881287930842,0.764803945133517,0.00938391369696012,-0.527833503228498,1.50341567753853,-8137.30945732669
2.37323594282194,0.18928662340427,-0.00157165619782523,-0.617238782848847,-0.594404749388161,0.545978292837152,1.43799374468403,0.620829436275853,1.2362962947329,-0.0782545057193049,-0.265778873469572,-0.180567447683186,-0.682300770165413,0.00407872354199268,-0.876061162747552,-0.759848341316363,0.493094227341212,-1.44836869838597,-0.407207214855711,1.10611408045068,0.806972143645306,0.0242148788474097,-0.557158800580593,1.50599723146115,-8136.77330498811
2.36537467832641,0.18740716149097,-0.0015820749204754,-0.620576027029142,-0.590597502959268,0.544493288369893,1.44778049990728,0.614625140587255,1.23929667028996,-0.0718972359039637,-0.266038093024011,-0.187278877343639,-0.670686373876114,0.00407703268813266,-0.877782678379441,-0.759400070721788,0.500355351107375,-1.46670426790302,-0.385191093045358,1.09594908641627,0.814670966610397,0.044560583234627,-0.527762413286155,1.50110297013236,-8136.67947901788
2.36409792060687,0.185751315161121,-0.00159549720679738,-0.615298225689189,-0.586762736598703,0.538154602759652,1.44307736053068,0.614332445411481,1.24037486521682,-0.0645565796905381,-0.265491870334591,-0.178117155605469,-0.671130203060291,0.00407597375550752,-0.870191188665669,-0.761856487559621,0.506090030164077,-1.46390476460691,-0.371571961058759,1.09862902598395,0.812571628084748,0.0424285691541846,-0.552267832191586,1.49477614286001,-8136.56843950539
2.36309871562195,0.187202638734272,-0.00160308815881906,-0.615495971388064,-0.588046095363416,0.539771044009553,1.44217103609098,0.615520444858866,1.24326076365163,-0.0666321516549871,-0.265648867245845,-0.178472855413677,-0.667586035874818,0.00407475699137967,-0.86715341348653,-0.761344967080453,0.506393964368324,-1.46477219234707,-0.370007722545445,1.10392649768538,0.811066205843954,0.0364077525300496,-0.55255498892873,1.49585690697692,-8136.54060012473
2.36221861475646,0.188571402775676,-0.00161806969060871,-0.616231277273789,-0.588027044397532,0.539429207410133,1.44083690560926,0.61690816732194,1.24507727981497,-0.0655448349738435,-0.264920234627802,-0.178360429414868,-0.66421612659937,0.00407379694332476,-0.865795809935525,-0.762693297414736,0.507870194493345,-1.46598326334861,-0.367455167685595,1.10705865450894,0.8110865142803,0.0325625056854131,-0.549374227332405,1.49808201369428,-8136.52020818456
2.36183192420081,0.189064084610727,-0.00163027649919502,-0.615241941085472,-0.588278088229999,0.539378533804117,1.44088990438821,0.616536797159458,1.24519505604701,-0.064420629506285,-0.264252118306003,-0.178220199944658,-0.662803326309095,0.0040725346338293,-0.865981163348005,-0.76301887530904,0.507692814404282,-1.46622568433895,-0.367275414735256,1.10794280347297,0.812545167445813,0.0323786287766678,-0.547874524007207,1.49972081140196,-8136.51010567133
2.36190472684653,0.189284118217179,-0.0016412923599123,-0.614472858885313,-0.588467550928145,0.538820658151295,1.44063166865325,0.616064652208409,1.24463802509,-0.0638739448624177,-0.263818322151479,-0.177808727025673,-0.663192597020053,0.00407205597724129,-0.868006264331431,-0.76382122525391,0.506936875646176,-1.46519400511171,-0.368393489444605,1.10749731304234,0.813308570606361,0.0334155501404044,-0.546162081869081,1.50053216359216,-8136.50217018241
2.3619326416597,0.18909989156193,-0.00164756814429425,-0.613859011535384,-0.588927778439972,0.538869241391827,1.44056264239222,0.615389578937141,1.24404969139981,-0.0640408931551312,-0.263741964680943,-0.177790374075016,-0.664762189186046,0.00407204614727637,-0.869187520400644,-0.764158701794849,0.50552627201918,-1.46391168600429,-0.369799483414843,1.1065759512044,0.812717011761268,0.0355104476940789,-0.545745477257381,1.50026323690328,-8136.49727100941
2.3620348029494,0.188810383254707,-0.00164966268001757,-0.614354087915615,-0.589355480655098,0.538912619143978,1.44053613758907,0.615243008152491,1.24366814500753,-0.0649392144642789,-0.264030117984573,-0.177707587758008,-0.666663649094163,0.00407248370141631,-0.869606678200218,-0.764135084332674,0.504924932670078,-1.46315697775327,-0.370039983017196,1.10583357586487,0.811332150773538,0.0366987817524219,-0.545683044067533,1.49944344106385,-8136.49465879984
2.36184002287903,0.18869666663914,-0.00164925590842419,-0.614866087777074,-0.589550783249025,0.539271139757461,1.44050692103536,0.615334395083217,1.24372919394948,-0.0653765238057835,-0.264247350923842,-0.178029143278248,-0.667685422080904,0.00407263225956356,-0.868862943973455,-0.763967545529425,0.504799058467079,-1.46316820037011,-0.369577253797505,1.10556715455777,0.810416810479615,0.0370583470673537,-0.546316927713955,1.49886403084989,-8136.49383646699
2.36175005561689,0.188603992133364,-0.00164876789846035,-0.615299832370893,-0.58958030962095,0.539277229813292,1.44054698610108,0.615604772505136,1.24371992622722,-0.0656292885315749,-0.264332975106566,-0.178056291889229,-0.667842779291102,0.00407245446859262,-0.868428663063832,-0.763678162353251,0.505247565481247,-1.46348170795291,-0.368954628821763,1.10565865208686,0.810230085883989,0.0365519816608532,-0.546484840794722,1.49867110373523,-8136.49365724728
2.36159494419538,0.188650824759505,-0.00164865087026166,-0.615332558440732,-0.589494612569336,0.539354557825725,1.44049459227575,0.61566579759628,1.24372451600818,-0.0655488762167236,-0.264347689134361,-0.178233791346355,-0.667784319114066,0.00407222608063731,-0.868186715365788,-0.763655413786309,0.505385190144183,-1.46363315538229,-0.368757365724483,1.10564551271954,0.81032595667777,0.0363401177827667,-0.546761763904235,1.49864945355369,-8136.49361330348
2.36159494335551,0.188650825122397,-0.00164887880870172,-0.615332559118128,-0.58949461161727,0.539354557561057,1.44049459160491,0.615665798345095,1.24372451437182,-0.0655488762758172,-0.264347688238515,-0.178233793965604,-0.66778431831888,0.00407207396047831,-0.868186714820849,-0.763655413917506,0.50538519030742,-1.46363315656209,-0.368757365872711,1.10564551240014,0.810325957237356,0.0363401172170274,-0.546761764714558,1.49864945375962,-8136.49361175495
0.999923497716347,0.999992864367445,-1.00000629902607,-0.999989610349994,-0.999989907330383,0.999967875408377,0.999982628973972,1.00002985300998,0.999858088471357,-1.00000168990213,-0.999993531781696,-1.00001069977417,-0.999959618753446,1.00001816286272,-1.00003118701349,-0.999994340741385,0.999998400842716,-1.0000676215518,-1.00000624329531,0.999979309101208,1.00001885147687,0.999999251406698,-1.00001536292483,1.0000149528644,-8136.49360413448
